x1	          y1		x2		y2
-2.461311107	-3.36703852	3.0137797	12.80111866
-1.964787852	-9.942579876	5.119865845	7.5044302
-5.016075892	-9.602573298	4.804620399	7.099638681
-1.805617373	-0.620510814	0.293631413	12.56562693
-0.532706124	2.195150079	2.084446702	9.300535461
-0.03234984	-14.87189863	-3.174124948	15.91491659
-0.517517116	-5.287476695	0.923070102	5.358932329
-7.563646499	-3.803881561	-0.25697794	7.975704672
-2.17891228	-1.881557373	-0.132628897	1.187108801
-3.731965971	3.567918725	1.214171549	1.289582996
-2.813647399	1.021993019	0.141330037	8.911638226
-0.09056306	0.461772627	1.498003525	4.078382844
-4.705245416	2.714648302	0.146563078	8.248389217
-4.079236064	1.286327397	4.914797469	8.855736975
-2.208374598	-8.200956848	1.477213927	15.31584013
-5.925254755	-8.533071514	0.85195848	4.591139633
-3.550547192	-6.367360497	2.062855685	9.510192174
-1.907766399	-1.050903351	-3.885615747	6.049207605
-0.816860008	-1.840406726	-2.63698785	5.063317317
-4.170028353	-5.680918797	1.300979888	6.936096845
-5.864475828	-5.438452495	-0.107226713	7.667861922
-0.740918708	-5.838953311	-0.820335785	5.32807214
1.229672466	-4.174789366	-1.47138317	8.127899284
-1.410234218	-6.060639847	3.924525592	11.9765636
1.075616336	-2.502696586	3.78778962	11.07387169
-2.474350472	5.82459463	3.171099091	4.505591969
-6.663711538	-1.34529586	1.970495896	-0.414224127
-3.658839398	-5.065196268	-0.612587801	7.631253767
-5.931200959	3.81624761	-0.719612191	3.22327687
-2.143282645	-7.133014532	-0.878656356	11.47325648
-1.751617991	-6.248879537	-2.863238738	4.877865036
-6.148371475	-8.955046681	2.660723992	9.604921391
-7.644209242	-2.235495521	0.966342275	6.509598787
-4.078736252	-6.768197615	-2.717079684	5.116793186
-2.557714616	-6.067636732	0.4010186	3.502826482
3.043193035	-4.506448946	5.881733393	7.982314761
1.804356119	-6.592094308	2.224580598	6.91824134
-0.236676517	-5.026903683	3.799688437	10.29121926
-5.671499888	-5.727514352	-1.146838277	9.526835912
0.012040552	-2.035623012	-0.441155928	2.022869747
-3.536507422	-9.653512676	-1.915837075	6.826611108
-4.043559376	-10.32302138	-1.304009622	7.918387603
1.485886614	-5.667946482	-0.722110875	7.129396113
-1.683762816	-6.778248096	1.355960058	8.870073129
-7.23974623	-5.955921316	1.162463618	9.794490923
-4.222592166	-7.353218514	1.474613165	4.282943359
-1.60417377	-7.953766587	1.372976197	4.010253309
-3.894292096	-0.788679084	-0.764562094	8.143827273
-8.217523316	-13.3712075	0.716680854	2.781048586
-4.540672251	-13.03203942	2.099601119	7.599475795
-2.571400116	-2.940200255	1.935307236	5.92895673
-7.369118904	-9.905571786	0.195811857	9.053458246
-7.601734289	-2.874566865	0.502197779	12.46635128
-6.256248059	0.46661908	0.745546021	12.84632707
-3.841120633	-6.582100042	-1.558356496	3.530006117
-1.481166975	-3.796667323	-3.215501011	6.95207902
-2.813201464	-8.236857846	1.399201392	10.42775107
-1.779337549	-8.45759491	-0.027351506	6.194968286
-3.631665232	-8.234861098	-0.005100549	9.916157099
5.279215992	-11.02292186	2.731947642	9.443767606
-6.676056948	-4.406526538	2.93870771	6.815179278
0.914086974	3.432802464	1.015571055	12.13959252
-3.582372706	-3.650087719	2.245360308	8.119097635
0.07849825	-6.344265941	2.242930154	10.98312734
